year,month,variable,value
1996,9,SYR,24.528
1996,10,SYR,18.58
1996,11,SYR,13.86
1996,12,SYR,10.34
1997,1,SYR,6.644
1997,2,SYR,5.568
1997,3,SYR,8.324
1997,4,SYR,13.492
1997,5,SYR,22.44
1997,6,SYR,26.204
1997,7,SYR,28.396
1997,8,SYR,26.652
1997,9,SYR,23.764
1997,10,SYR,20.068
1997,11,SYR,13.668
1997,12,SYR,8.6
1998,1,SYR,5.612
1998,2,SYR,7.272
1998,3,SYR,10.368
1998,4,SYR,16.784
1998,5,SYR,21.636
1998,6,SYR,27.012
1998,7,SYR,29.528
1998,8,SYR,30.104
1998,9,SYR,25.616
1998,10,SYR,20.936
1998,11,SYR,16.32
1998,12,SYR,9.824
1999,1,SYR,7.876
1999,2,SYR,8.988
1999,3,SYR,11.616
1999,4,SYR,16.024
1999,5,SYR,23.284
1999,6,SYR,26.176
1999,7,SYR,29.004
1999,8,SYR,29.032
1999,9,SYR,24.992
1999,10,SYR,20.688
1999,11,SYR,13.204
1999,12,SYR,9.232
2000,1,SYR,5.352
2000,2,SYR,7.136
2000,3,SYR,10.164
2000,4,SYR,17.372
2000,5,SYR,21.548
2000,6,SYR,26.96
2000,7,SYR,31.22
2000,8,SYR,28.856
2000,9,SYR,25.052
2000,10,SYR,18.952
2000,11,SYR,13.78
2000,12,SYR,8.1
2001,1,SYR,7.288
2001,2,SYR,8.652
2001,3,SYR,14.44
2001,4,SYR,17.04
2001,5,SYR,20.396
2001,6,SYR,26.828
2001,7,SYR,29.372
2001,8,SYR,28.988
2001,9,SYR,25.528
2001,10,SYR,20.152
2001,11,SYR,12.06
2001,12,SYR,8.64
2002,1,SYR,5.016
2002,2,SYR,9.616
2002,3,SYR,12.676
2002,4,SYR,14.952
2002,5,SYR,20.708
2002,6,SYR,26.216
2002,7,SYR,29.264
2002,8,SYR,28.1
2002,9,SYR,25.252
2002,10,SYR,21.284
2002,11,SYR,14.152
2002,12,SYR,5.952
2003,1,SYR,7.624
2003,2,SYR,6.08
2003,3,SYR,9.172
2003,4,SYR,15.42
2003,5,SYR,23.188
2003,6,SYR,26.272
2003,7,SYR,28.848
2003,8,SYR,29.36
2003,9,SYR,24.54
2003,10,SYR,20.832
2003,11,SYR,12.656
2003,12,SYR,7.524
2004,1,SYR,6.52
2004,2,SYR,6.916
2004,3,SYR,12.74
2004,4,SYR,15.764
2004,5,SYR,20.54
2004,6,SYR,25.888
2004,7,SYR,29.02
2004,8,SYR,27.796
2004,9,SYR,25.372
2004,10,SYR,21.312
2004,11,SYR,12.684
2004,12,SYR,5.992
2005,1,SYR,6.372
2005,2,SYR,7.08
2005,3,SYR,11.832
2005,4,SYR,16.668
2005,5,SYR,21.188
2005,6,SYR,25.344
2005,7,SYR,29.096
2005,8,SYR,28.54
2005,9,SYR,24.848
2005,10,SYR,18.668
2005,11,SYR,11.72
2005,12,SYR,9.708
2006,1,SYR,5.576
2006,2,SYR,8.472
2006,3,SYR,12.168
2006,4,SYR,16.448
2006,5,SYR,22.116
2006,6,SYR,27.256
2006,7,SYR,28.228
2006,8,SYR,29.464
2006,9,SYR,25.284
2006,10,SYR,19.636
2006,11,SYR,11.296
2006,12,SYR,5.936
2007,1,SYR,4.856
2007,2,SYR,8.268
2007,3,SYR,11.372
2007,4,SYR,13.812
2007,5,SYR,23.152
2007,6,SYR,27.092
2007,7,SYR,29.816
2007,8,SYR,28.928
2007,9,SYR,26.008
2007,10,SYR,21.456
2007,11,SYR,13.588
2007,12,SYR,7.088
2008,1,SYR,3.14
2008,2,SYR,7.028
2008,3,SYR,15.124
2008,4,SYR,18.896
2008,5,SYR,20.932
2008,6,SYR,27.204
2008,7,SYR,29.372
2008,8,SYR,29.856
2008,9,SYR,25.564
2008,10,SYR,19.872
2008,11,SYR,13.96
2008,12,SYR,7.22
2009,1,SYR,5.892
2009,2,SYR,8.976
2009,3,SYR,10.752
2009,4,SYR,15.736
2009,5,SYR,21.492
2009,6,SYR,27.256
2009,7,SYR,28.824
2009,8,SYR,28.34
2009,9,SYR,23.916
2009,10,SYR,21.5
2009,11,SYR,12.692
2009,12,SYR,10.164
2010,1,SYR,8.904
2010,2,SYR,9.528
2010,3,SYR,13.888
2010,4,SYR,17.38
2010,5,SYR,22.788
2010,6,SYR,27.004
2010,7,SYR,29.936
2010,8,SYR,31.732
2010,9,SYR,27.316
2010,10,SYR,21.656
2010,11,SYR,15.964
2010,12,SYR,10.012
2011,1,SYR,7.02
2011,2,SYR,8.372
2011,3,SYR,11.96
2011,4,SYR,15.972
2011,5,SYR,20.668
2011,6,SYR,26.232
2011,7,SYR,29.884
2011,8,SYR,29.216
2011,9,SYR,26.02
2011,10,SYR,19.048
2011,11,SYR,9.676
2011,12,SYR,6.8
2012,1,SYR,5.676
2012,2,SYR,6.464
2012,3,SYR,9.312
2012,4,SYR,18.26
2012,5,SYR,22.112
2012,6,SYR,28.008
2012,7,SYR,30.472
2012,8,SYR,29.728
2012,9,SYR,26.576
2012,10,SYR,21.336
2012,11,SYR,14.856
2012,12,SYR,8.82
2013,1,SYR,6.856
2013,2,SYR,9.784
2013,3,SYR,12.844
2013,4,SYR,17.276
2013,5,SYR,22.768
2013,6,SYR,26.792
2013,7,SYR,29
2013,8,SYR,29.28
2013,9,SYR,24.832
2013,10,SYR,19.172
2013,11,SYR,15.352
2013,12,SYR,6.22
1960,1,TCD,23.94576271
1960,2,TCD,26.57627119
1960,3,TCD,29.74745763
1960,4,TCD,32.00677966
1960,5,TCD,31.13898305
1960,6,TCD,29.93983051
1960,7,TCD,26.60423729
1960,8,TCD,26.74152542
1960,9,TCD,26.99745763
1960,10,TCD,28.35169492
1960,11,TCD,26.19745763
1960,12,TCD,26.78644068
1961,1,TCD,25.64491525
1961,2,TCD,24.65677966
1961,3,TCD,28.50169492
1961,4,TCD,31.93050847
1961,5,TCD,31.9779661
1961,6,TCD,29.06525424
1961,7,TCD,26.27033898
1961,8,TCD,25.39661017
1961,9,TCD,26.16949153
1961,10,TCD,27.07372881
1961,11,TCD,24.72711864
1961,12,TCD,22.43559322
1962,1,TCD,22.25762712
1962,2,TCD,25.48559322
1962,3,TCD,30.12033898
1962,4,TCD,31.39745763
1962,5,TCD,31.01779661
1962,6,TCD,28.60338983
1962,7,TCD,27.61271186
1962,8,TCD,25.32881356
1962,9,TCD,26.43728814
1962,10,TCD,27.78644068
1962,11,TCD,27.8
1962,12,TCD,25.13389831
1963,1,TCD,24.88220339
1963,2,TCD,28.07118644
1963,3,TCD,29.13559322
1963,4,TCD,30.98389831
1963,5,TCD,30.59745763
1963,6,TCD,29.56694915
1963,7,TCD,27.06610169
1963,8,TCD,26.11271186
1963,9,TCD,27.46440678
1963,10,TCD,27.95169492
1963,11,TCD,26.12288136
1963,12,TCD,24.72288136
1964,1,TCD,24.76864407
1964,2,TCD,25.76271186
1964,3,TCD,30.63050847
1964,4,TCD,31.43983051
1964,5,TCD,31.17288136
1964,6,TCD,29.18644068
1964,7,TCD,26.40508475
1964,8,TCD,25.31779661
1964,9,TCD,26.38644068
1964,10,TCD,26.81186441
1964,11,TCD,25.59237288
1964,12,TCD,24.43644068
1965,1,TCD,25.15847458
1965,2,TCD,26.69491525
1965,3,TCD,29.3940678
1965,4,TCD,31.2559322
1965,5,TCD,31.38813559
1965,6,TCD,28.94491525
1965,7,TCD,27.16355932
1965,8,TCD,25.92457627
1965,9,TCD,27.04830508
1965,10,TCD,27.65847458
1965,11,TCD,25.78220339
1965,12,TCD,24.11779661
1966,1,TCD,25.18220339
1966,2,TCD,25.67457627
1966,3,TCD,29.68050847
1966,4,TCD,31.41525424
1966,5,TCD,30.36271186
1966,6,TCD,28.01271186
1966,7,TCD,28.19576271
1966,8,TCD,26.69322034
1966,9,TCD,27.30847458
1966,10,TCD,28.21016949
1966,11,TCD,26.90762712
1966,12,TCD,24.06610169
1967,1,TCD,23.48728814
1967,2,TCD,26.35169492
1967,3,TCD,28.79322034
1967,4,TCD,31.4220339
1967,5,TCD,31.48474576
1967,6,TCD,29.72457627
1967,7,TCD,27.46440678
1967,8,TCD,25.92372881
1967,9,TCD,26.6720339
1967,10,TCD,27.44576271
1967,11,TCD,25.23728814
1967,12,TCD,25.3720339
1968,1,TCD,24.31101695
1968,2,TCD,25.78898305
1968,3,TCD,29.38983051
1968,4,TCD,30.55677966
1968,5,TCD,30.69915254
1968,6,TCD,27.9440678
1968,7,TCD,26.48135593
1968,8,TCD,26.64237288
1968,9,TCD,27.51440678
1968,10,TCD,28.39491525
1968,11,TCD,27.24237288
1968,12,TCD,25.4279661
1969,1,TCD,23.25169492
1969,2,TCD,27.22033898
1969,3,TCD,31.23983051
1969,4,TCD,32.55
1969,5,TCD,31.61525424
1969,6,TCD,30.1
1969,7,TCD,27.95423729
1969,8,TCD,26.65
1969,9,TCD,27.38898305
1969,10,TCD,28.59576271
1969,11,TCD,27.03644068
1969,12,TCD,25.79322034
1970,1,TCD,25.28220339
1970,2,TCD,26.87966102
1970,3,TCD,29.46525424
1970,4,TCD,32.0440678
1970,5,TCD,32.1059322
1970,6,TCD,30.64322034
1970,7,TCD,27.42033898
1970,8,TCD,25.7559322
1970,9,TCD,26.39915254
1970,10,TCD,27.68813559
1970,11,TCD,26.29491525
1970,12,TCD,23.73983051
1971,1,TCD,23.29830508
1971,2,TCD,26.59576271
1971,3,TCD,31.07033898
1971,4,TCD,31.33644068
1971,5,TCD,31.81949153
1971,6,TCD,30.04237288
1971,7,TCD,27.18983051
1971,8,TCD,25.53898305
1971,9,TCD,26.50508475
1971,10,TCD,27.74491525
1971,11,TCD,26.23983051
1971,12,TCD,23.35169492
1972,1,TCD,24.36440678
1972,2,TCD,26.82711864
1972,3,TCD,30.71355932
1972,4,TCD,31.99576271
1972,5,TCD,31.16016949
1972,6,TCD,29.60169492
1972,7,TCD,28.25847458
1972,8,TCD,26.75762712
1972,9,TCD,27.71949153
1972,10,TCD,28.22118644
1972,11,TCD,25.60847458
1972,12,TCD,25.54491525
1973,1,TCD,25.9440678
1973,2,TCD,29.06949153
1973,3,TCD,30.69576271
1973,4,TCD,32.98559322
1973,5,TCD,31.94661017
1973,6,TCD,30.98813559
1973,7,TCD,28.58813559
1973,8,TCD,26.27711864
1973,9,TCD,27.91949153
1973,10,TCD,28.63728814
1973,11,TCD,25.75508475
1973,12,TCD,25.2220339
1974,1,TCD,23.90084746
1974,2,TCD,27.02288136
1974,3,TCD,29.28559322
1974,4,TCD,32.38135593
1974,5,TCD,30.89491525
1974,6,TCD,29.95423729
1974,7,TCD,26.12288136
1974,8,TCD,26.19830508
1974,9,TCD,26.46694915
1974,10,TCD,28.2220339
1974,11,TCD,26.82542373
1974,12,TCD,23.41694915
1975,1,TCD,22.97457627
1975,2,TCD,27.47966102
1975,3,TCD,30.43983051
1975,4,TCD,32.24661017
1975,5,TCD,31.86864407
1975,6,TCD,30.09237288
1975,7,TCD,26.58813559
1975,8,TCD,25.52372881
1975,9,TCD,26.19152542
1975,10,TCD,27.58305085
1975,11,TCD,26.90508475
1975,12,TCD,23.51440678
1976,1,TCD,24.49915254
1976,2,TCD,28.25847458
1976,3,TCD,29.84830508
1976,4,TCD,32.01440678
1976,5,TCD,31.61186441
1976,6,TCD,29.3940678
1976,7,TCD,27.11525424
1976,8,TCD,26.36271186
1976,9,TCD,27.12033898
1976,10,TCD,27.97711864
1976,11,TCD,26.6059322
1976,12,TCD,25.34661017
1977,1,TCD,24.6940678
1977,2,TCD,26.45169492
1977,3,TCD,29.18813559
1977,4,TCD,32.15677966
1977,5,TCD,31.9220339
1977,6,TCD,30.01016949
1977,7,TCD,27.54915254
1977,8,TCD,25.74745763
1977,9,TCD,27.53220339
1977,10,TCD,27.54576271
1977,11,TCD,26.51949153
1977,12,TCD,23.77033898
1978,1,TCD,24.03813559
1978,2,TCD,27.27372881
1978,3,TCD,30.13898305
1978,4,TCD,32.13644068
1978,5,TCD,31.03644068
1978,6,TCD,29.04237288
1978,7,TCD,26.38220339
1978,8,TCD,26.08559322
1978,9,TCD,26.99576271
1978,10,TCD,28.1559322
1978,11,TCD,25.8779661
1978,12,TCD,25.02372881
1979,1,TCD,24.80338983
1979,2,TCD,27.71525424
1979,3,TCD,30.51694915
1979,4,TCD,31.88644068
1979,5,TCD,31.17966102
1979,6,TCD,29.29830508
1979,7,TCD,27.60932203
1979,8,TCD,26.71355932
1979,9,TCD,27.49661017
1979,10,TCD,28.74152542
1979,11,TCD,27.87372881
1979,12,TCD,24.26779661
1980,1,TCD,25.72627119
1980,2,TCD,26.78728814
1980,3,TCD,30.74830508
1980,4,TCD,32.82542373
1980,5,TCD,31.5279661
1980,6,TCD,29.53305085
1980,7,TCD,26.86694915
1980,8,TCD,26.11610169
1980,9,TCD,27.68220339
1980,10,TCD,28.66779661
1980,11,TCD,27.03644068
1980,12,TCD,24.35677966
1981,1,TCD,23.42118644
1981,2,TCD,26.45084746
1981,3,TCD,28.64237288
1981,4,TCD,31.73135593
1981,5,TCD,31.24152542
1981,6,TCD,30.12966102
1981,7,TCD,26.70847458
1981,8,TCD,26.78474576
1981,9,TCD,27.30254237
1981,10,TCD,28.1440678
1981,11,TCD,25.62033898
1981,12,TCD,25.17966102
1982,1,TCD,25.67881356
1982,2,TCD,25.90169492
1982,3,TCD,30.22966102
1982,4,TCD,31.55084746
1982,5,TCD,31.38050847
1982,6,TCD,30.20932203
1982,7,TCD,26.12033898
1982,8,TCD,25.38220339
1982,9,TCD,27.12372881
1982,10,TCD,27.5279661
1982,11,TCD,24.83728814
1982,12,TCD,24.28135593
1983,1,TCD,21.02288136
1983,2,TCD,26.95847458
1983,3,TCD,28.8940678
1983,4,TCD,32.15
1983,5,TCD,32.59915254
1983,6,TCD,30.00338983
1983,7,TCD,28.18135593
1983,8,TCD,26.90932203
1983,9,TCD,27.46864407
1983,10,TCD,28.03135593
1983,11,TCD,26.54830508
1983,12,TCD,25.30762712
1984,1,TCD,23.26779661
1984,2,TCD,27.2279661
1984,3,TCD,30.66101695
1984,4,TCD,32.26864407
1984,5,TCD,31.68898305
1984,6,TCD,29.81355932
1984,7,TCD,27.55932203
1984,8,TCD,27.63898305
1984,9,TCD,27.43728814
1984,10,TCD,28.76525424
1984,11,TCD,26.84322034
1984,12,TCD,24.29830508
1985,1,TCD,26.61864407
1985,2,TCD,24.76440678
1985,3,TCD,30.83474576
1985,4,TCD,31.21864407
1985,5,TCD,31.70677966
1985,6,TCD,29.64237288
1985,7,TCD,26.72711864
1985,8,TCD,26.84830508
1985,9,TCD,26.95847458
1985,10,TCD,28.40932203
1985,11,TCD,26.69067797
1985,12,TCD,25.22372881
1986,1,TCD,24.21694915
1986,2,TCD,28.95169492
1986,3,TCD,31.73813559
1986,4,TCD,32.58050847
1986,5,TCD,31.94491525
1986,6,TCD,29.99915254
1986,7,TCD,27.08220339
1986,8,TCD,26.81016949
1986,9,TCD,26.76016949
1986,10,TCD,28.08813559
1986,11,TCD,26.67711864
1986,12,TCD,23.17033898
1987,1,TCD,24.08728814
1987,2,TCD,27.70084746
1987,3,TCD,29.9779661
1987,4,TCD,31.23813559
1987,5,TCD,32.26186441
1987,6,TCD,30.2779661
1987,7,TCD,28.69322034
1987,8,TCD,27.29491525
1987,9,TCD,25.63559322
1987,10,TCD,28.18474576
1987,11,TCD,27.10508475
1987,12,TCD,25.07372881
1988,1,TCD,24.85508475
1988,2,TCD,27.37881356
1988,3,TCD,31.01694915
1988,4,TCD,32.83983051
1988,5,TCD,31.36779661
1988,6,TCD,29.36525424
1988,7,TCD,27.05084746
1988,8,TCD,25.58898305
1988,9,TCD,26.44322034
1988,10,TCD,27.56101695
1988,11,TCD,25.52881356
1988,12,TCD,24.72288136
1989,1,TCD,22.68728814
1989,2,TCD,24.24152542
1989,3,TCD,28.41610169
1989,4,TCD,31.77288136
1989,5,TCD,30.97288136
1989,6,TCD,29.84067797
1989,7,TCD,26.94237288
1989,8,TCD,26.34237288
1989,9,TCD,27.3559322
1989,10,TCD,28.50423729
1989,11,TCD,27.04067797
1989,12,TCD,24.20254237
1990,1,TCD,25.48728814
1990,2,TCD,25.5440678
1990,3,TCD,27.78728814
1990,4,TCD,32.29830508
1990,5,TCD,31.58983051
1990,6,TCD,30.49745763
1990,7,TCD,27.0559322
1990,8,TCD,26.94491525
1990,9,TCD,27.91440678
1990,10,TCD,28.62711864
1990,11,TCD,27.82457627
1990,12,TCD,25.99237288
1991,1,TCD,25.30423729
1991,2,TCD,28.15338983
1991,3,TCD,30.78898305
1991,4,TCD,31.92881356
1991,5,TCD,29.61101695
1991,6,TCD,30.23644068
1991,7,TCD,27.61694915
1991,8,TCD,25.99915254
1991,9,TCD,27.92966102
1991,10,TCD,27.56864407
1991,11,TCD,26.62542373
1991,12,TCD,23.65254237
1992,1,TCD,23.49830508
1992,2,TCD,24.25847458
1992,3,TCD,30.04067797
1992,4,TCD,32.36440678
1992,5,TCD,31.29830508
1992,6,TCD,30.21440678
1992,7,TCD,26.9
1992,8,TCD,25.60847458
1992,9,TCD,26.43050847
1992,10,TCD,27.84067797
1992,11,TCD,26.16271186
1992,12,TCD,24.70084746
1993,1,TCD,23.99322034
1993,2,TCD,26.15254237
1993,3,TCD,30.03474576
1993,4,TCD,31.86610169
1993,5,TCD,30.41949153
1993,6,TCD,29.78305085
1993,7,TCD,27.58559322
1993,8,TCD,27.2779661
1993,9,TCD,27.71186441
1993,10,TCD,28.76779661
1993,11,TCD,28.23135593
1993,12,TCD,25.44830508
1994,1,TCD,25.13389831
1994,2,TCD,26.09745763
1994,3,TCD,31.40508475
1994,4,TCD,32.56355932
1994,5,TCD,32.56694915
1994,6,TCD,30.33559322
1994,7,TCD,27.27966102
1994,8,TCD,26.1279661
1994,9,TCD,26.45423729
1994,10,TCD,28.72288136
1994,11,TCD,25.68474576
1994,12,TCD,23.42288136
1995,1,TCD,23.20084746
1995,2,TCD,25.77966102
1995,3,TCD,30.85338983
1995,4,TCD,32.13305085
1995,5,TCD,31.53135593
1995,6,TCD,30.35847458
1995,7,TCD,26.59745763
1995,8,TCD,26.48389831
1995,9,TCD,27.22457627
1995,10,TCD,27.81694915
1995,11,TCD,25.68474576
1995,12,TCD,24.57627119
1996,1,TCD,24.91440678
1996,2,TCD,27.76101695
1996,3,TCD,30.86949153
1996,4,TCD,32.29576271
1996,5,TCD,31.39491525
1996,6,TCD,29.15762712
1996,7,TCD,27.98220339
1996,8,TCD,26.74830508
1996,9,TCD,27.14152542
1996,10,TCD,28.08220339
1996,11,TCD,26.55338983
1996,12,TCD,25.33135593
1997,1,TCD,26.29915254
1997,2,TCD,25.32881356
1997,3,TCD,31.09830508
1997,4,TCD,32.96864407
1997,5,TCD,31.6779661
1997,6,TCD,30.2940678
1997,7,TCD,27.8940678
1997,8,TCD,27.36864407
1997,9,TCD,28.70847458
1997,10,TCD,29.81864407
1997,11,TCD,25.34576271
1997,12,TCD,25.71186441
1998,1,TCD,25.00762712
1998,2,TCD,28.17457627
1998,3,TCD,29.28898305
1998,4,TCD,34.33050847
1998,5,TCD,33.96101695
1998,6,TCD,30.26440678
1998,7,TCD,27.88898305
1998,8,TCD,26.1279661
1998,9,TCD,27.18898305
1998,10,TCD,28.96949153
1998,11,TCD,27.54830508
1998,12,TCD,26.05423729
1999,1,TCD,25.92033898
1999,2,TCD,29.56440678
1999,3,TCD,31.14237288
1999,4,TCD,32.94152542
1999,5,TCD,31.82966102
1999,6,TCD,30.76186441
1999,7,TCD,26.88728814
1999,8,TCD,25.6440678
1999,9,TCD,26.44745763
1999,10,TCD,27.63389831
1999,11,TCD,27.69745763
1999,12,TCD,25.46186441
2000,1,TCD,26.52118644
2000,2,TCD,25.93644068
2000,3,TCD,29.41779661
2000,4,TCD,33.71271186
2000,5,TCD,32.58474576
2000,6,TCD,30.55169492
2000,7,TCD,27.78898305
2000,8,TCD,26.7779661
2000,9,TCD,27.85847458
2000,10,TCD,28.02372881
2000,11,TCD,27.30762712
2000,12,TCD,24.52118644
2001,1,TCD,23.63474576
2001,2,TCD,26.60254237
2001,3,TCD,31.34830508
2001,4,TCD,33.78135593
2001,5,TCD,32.43813559
2001,6,TCD,29.41949153
2001,7,TCD,27.51186441
2001,8,TCD,26.04067797
2001,9,TCD,26.81864407
2001,10,TCD,28.03389831
2001,11,TCD,26.71271186
2001,12,TCD,25.46694915
2002,1,TCD,22.14152542
2002,2,TCD,26.81779661
2002,3,TCD,30.78644068
2002,4,TCD,33.12118644
2002,5,TCD,33.02118644
2002,6,TCD,30.03813559
2002,7,TCD,28.10847458
2002,8,TCD,26.34661017
2002,9,TCD,27.30677966
2002,10,TCD,27.38813559
2002,11,TCD,27.32372881
2002,12,TCD,24.64152542
2003,1,TCD,25.05338983
2003,2,TCD,28.37118644
2003,3,TCD,30.6220339
2003,4,TCD,32.98305085
2003,5,TCD,32.73050847
2003,6,TCD,29.90508475
2003,7,TCD,27.56864407
2003,8,TCD,26.51355932
2003,9,TCD,27.67288136
2003,10,TCD,29.27881356
2003,11,TCD,28.76271186
2003,12,TCD,25.84322034
2004,1,TCD,26.2220339
2004,2,TCD,26.79152542
2004,3,TCD,30.73050847
2004,4,TCD,33.65169492
2004,5,TCD,33.18220339
2004,6,TCD,29.94745763
2004,7,TCD,28.19152542
2004,8,TCD,27.32627119
2004,9,TCD,27.96101695
2004,10,TCD,29.72457627
2004,11,TCD,27.73644068
2004,12,TCD,25.56694915
2005,1,TCD,25.04237288
2005,2,TCD,31.36101695
2005,3,TCD,32.04745763
2005,4,TCD,33.68644068
2005,5,TCD,32.69322034
2005,6,TCD,29.92542373
2005,7,TCD,27.82118644
2005,8,TCD,26.99661017
2005,9,TCD,27.28813559
2005,10,TCD,29.10338983
2005,11,TCD,28.37033898
2005,12,TCD,27.41610169
2006,1,TCD,28.17033898
2006,2,TCD,29.59745763
2006,3,TCD,31.96949153
2006,4,TCD,33.22372881
2006,5,TCD,32.51949153
2006,6,TCD,30.78135593
2006,7,TCD,28.71610169
2006,8,TCD,26.76864407
2006,9,TCD,27.4720339
2006,10,TCD,29.41610169
2006,11,TCD,27.21949153
2006,12,TCD,24.10677966
2007,1,TCD,24.23220339
2007,2,TCD,28.59067797
2007,3,TCD,31.46779661
2007,4,TCD,32.91271186
2007,5,TCD,33.13135593
2007,6,TCD,30.71355932
2007,7,TCD,27.92288136
2007,8,TCD,27.2440678
2007,9,TCD,27.69322034
2007,10,TCD,28.60677966
2007,11,TCD,28.86355932
2007,12,TCD,25.52288136
2008,1,TCD,21.61610169
2008,2,TCD,25.73305085
2008,3,TCD,32.21694915
2008,4,TCD,32.2279661
2008,5,TCD,32.48389831
2008,6,TCD,30.60169492
2008,7,TCD,27.89491525
2008,8,TCD,26.43813559
2008,9,TCD,27.6
2008,10,TCD,28.3779661
2008,11,TCD,28.35423729
2008,12,TCD,26.56355932
2009,1,TCD,25.30338983
2009,2,TCD,29.02372881
2009,3,TCD,31.2779661
2009,4,TCD,33.31016949
2009,5,TCD,32.55847458
2009,6,TCD,31.43389831
2009,7,TCD,28.70932203
2009,8,TCD,27.18474576
2009,9,TCD,28.41610169
2009,10,TCD,29.96610169
2009,11,TCD,26.36525424
2009,12,TCD,26.26016949
2010,1,TCD,26.92033898
2010,2,TCD,29.90677966
2010,3,TCD,31.39491525
2010,4,TCD,34.66694915
2010,5,TCD,34.07542373
2010,6,TCD,31.30169492
2010,7,TCD,27.81525424
2010,8,TCD,26.78813559
2010,9,TCD,27.65847458
2010,10,TCD,29.72542373
2010,11,TCD,29.24067797
2010,12,TCD,25.85423729
2011,1,TCD,24.49661017
2011,2,TCD,29.56694915
2011,3,TCD,31.01271186
2011,4,TCD,34.04661017
2011,5,TCD,33.67966102
2011,6,TCD,31.1440678
2011,7,TCD,28.79491525
2011,8,TCD,26.76016949
2011,9,TCD,27.59661017
2011,10,TCD,28.21440678
2011,11,TCD,27.32033898
2011,12,TCD,23.99237288
2012,1,TCD,24.53474576
2012,2,TCD,28.40423729
2012,3,TCD,30.74576271
2012,4,TCD,34.14576271
2012,5,TCD,32.45169492
2012,6,TCD,29.62711864
2012,7,TCD,27.13305085
2012,8,TCD,26.13135593
2012,9,TCD,27.59745763
2012,10,TCD,29.34067797
2012,11,TCD,28.43135593
2012,12,TCD,25.38135593
2013,1,TCD,27.26779661
2013,2,TCD,29.09661017
2013,3,TCD,32.5440678
2013,4,TCD,32.54830508
2013,5,TCD,32.38050847
2013,6,TCD,30.16271186
2013,7,TCD,28.05932203
2013,8,TCD,26.03559322
2013,9,TCD,27.74491525
2013,10,TCD,28.74745763
2013,11,TCD,28.82627119
2013,12,TCD,26.50084746
1960,1,TGO,25.95294118
1960,2,TGO,27.45294118
1960,3,TGO,27.75294118
1960,4,TGO,26.91764706
1960,5,TGO,26.68823529
1960,6,TGO,24.90588235
1960,7,TGO,24.21764706
1960,8,TGO,24.21764706
1960,9,TGO,24.67647059
1960,10,TGO,25.46470588
1960,11,TGO,25.94705882
1960,12,TGO,25.87058824
1961,1,TGO,25.98235294
1961,2,TGO,26.52352941
1961,3,TGO,28.38823529
1961,4,TGO,27.37058824
1961,5,TGO,27.1
1961,6,TGO,24.92352941
1961,7,TGO,23.65882353
1961,8,TGO,23.33529412
1961,9,TGO,24.02941176
1961,10,TGO,25.60588235
1961,11,TGO,26.15294118
1961,12,TGO,25.15294118
1962,1,TGO,25.62941176
1962,2,TGO,27.41764706
1962,3,TGO,28.14705882
1962,4,TGO,27.52352941
1962,5,TGO,26.27058824
1962,6,TGO,24.27058824
1962,7,TGO,24.11176471
1962,8,TGO,23.57647059
1962,9,TGO,24.27058824
1962,10,TGO,25.35882353
1962,11,TGO,26.04117647
1962,12,TGO,25.33529412
1963,1,TGO,26.06470588
1963,2,TGO,27.62941176
1963,3,TGO,27.40588235
1963,4,TGO,27.28823529
1963,5,TGO,26.42352941
1963,6,TGO,25.34705882
1963,7,TGO,24.55294118
1963,8,TGO,24.35882353
1963,9,TGO,25.17058824
1963,10,TGO,25.41764706
1963,11,TGO,25.63529412
1963,12,TGO,25.80588235
1964,1,TGO,26.08235294
1964,2,TGO,27.51176471
1964,3,TGO,28.45294118
1964,4,TGO,27.32941176
1964,5,TGO,26.43529412
1964,6,TGO,25.06470588
1964,7,TGO,23.75294118
1964,8,TGO,23.21764706
1964,9,TGO,24.15294118
1964,10,TGO,25.3
1964,11,TGO,26.00588235
1964,12,TGO,25.91764706
1965,1,TGO,26.10588235
1965,2,TGO,27.24705882
1965,3,TGO,28.08823529
1965,4,TGO,27.32352941
1965,5,TGO,26.58823529
1965,6,TGO,24.96470588
1965,7,TGO,24.37058824
1965,8,TGO,24.17058824
1965,9,TGO,24.64705882
1965,10,TGO,25.85294118
1965,11,TGO,26.18235294
1965,12,TGO,25.38823529
1966,1,TGO,26.13529412
1966,2,TGO,27.26470588
1966,3,TGO,28.48823529
1966,4,TGO,27.78823529
1966,5,TGO,27.11176471
1966,6,TGO,25.25882353
1966,7,TGO,24.96470588
1966,8,TGO,24.37058824
1966,9,TGO,24.59411765
1966,10,TGO,25.57058824
1966,11,TGO,26.31176471
1966,12,TGO,25.74117647
1967,1,TGO,25.36470588
1967,2,TGO,27.74117647
1967,3,TGO,27.81764706
1967,4,TGO,27.28235294
1967,5,TGO,26.66470588
1967,6,TGO,24.84117647
1967,7,TGO,24.19411765
1967,8,TGO,23.72941176
1967,9,TGO,24.4
1967,10,TGO,25.53529412
1967,11,TGO,26.15294118
1967,12,TGO,25.98823529
1968,1,TGO,25.2
1968,2,TGO,27.56470588
1968,3,TGO,27.97058824
1968,4,TGO,26.84117647
1968,5,TGO,26.67647059
1968,6,TGO,25.08235294
1968,7,TGO,24.65294118
1968,8,TGO,24.72941176
1968,9,TGO,24.56470588
1968,10,TGO,25.76470588
