year,month,variable,value
2001,1,KOR,-4.369230769
2001,2,KOR,-1.1
2001,3,KOR,3.846153846
2001,4,KOR,11.24615385
2001,5,KOR,17.16923077
2001,6,KOR,20.61538462
2001,7,KOR,24.53589744
2001,8,KOR,24.32051282
2001,9,KOR,19.55384615
2001,10,KOR,13.93589744
2001,11,KOR,5.133333333
2001,12,KOR,-1.18974359
2002,1,KOR,-1.107692308
2002,2,KOR,0.553846154
2002,3,KOR,6.417948718
2002,4,KOR,12.07179487
2002,5,KOR,15.67692308
2002,6,KOR,20.16923077
2002,7,KOR,23.60512821
2002,8,KOR,22.78461538
2002,9,KOR,18.75384615
2002,10,KOR,11.28974359
2002,11,KOR,2.961538462
2002,12,KOR,0.315384615
2003,1,KOR,-4.223076923
2003,2,KOR,0.412820513
2003,3,KOR,4.376923077
2003,4,KOR,10.98205128
2003,5,KOR,16.31794872
2003,6,KOR,19.92564103
2003,7,KOR,21.60769231
2003,8,KOR,22.73076923
2003,9,KOR,19.48461538
2003,10,KOR,11.92564103
2003,11,KOR,8.048717949
2003,12,KOR,0.164102564
2004,1,KOR,-3.074358974
2004,2,KOR,1.023076923
2004,3,KOR,4.828205128
2004,4,KOR,11.71282051
2004,5,KOR,16.02820513
2004,6,KOR,20.83333333
2004,7,KOR,24.16923077
2004,8,KOR,23.9025641
2004,9,KOR,19.45128205
2004,10,KOR,12.62307692
2004,11,KOR,7.361538462
2004,12,KOR,0.905128205
2005,1,KOR,-3.733333333
2005,2,KOR,-2.930769231
2005,3,KOR,2.81025641
2005,4,KOR,11.58205128
2005,5,KOR,15.44358974
2005,6,KOR,21.22307692
2005,7,KOR,23.96666667
2005,8,KOR,24.02307692
2005,9,KOR,20.14102564
2005,10,KOR,12.61282051
2005,11,KOR,6.628205128
2005,12,KOR,-4.241025641
2006,1,KOR,-1.712820513
2006,2,KOR,-1.069230769
2006,3,KOR,4.182051282
2006,4,KOR,9.774358974
2006,5,KOR,15.98461538
2006,6,KOR,20.1974359
2006,7,KOR,22.1025641
2006,8,KOR,25.48461538
2006,9,KOR,18.3
2006,10,KOR,15.34615385
2006,11,KOR,6.958974359
2006,12,KOR,0.105128205
2007,1,KOR,-1.282051282
2007,2,KOR,2.084615385
2007,3,KOR,4.992307692
2007,4,KOR,10.14358974
2007,5,KOR,16.36666667
2007,6,KOR,20.56666667
2007,7,KOR,22.60512821
2007,8,KOR,24.91794872
2007,9,KOR,19.85641026
2007,10,KOR,13.32564103
2007,11,KOR,5.305128205
2007,12,KOR,0.738461538
2008,1,KOR,-2.517948718
2008,2,KOR,-2.379487179
2008,3,KOR,5.397435897
2008,4,KOR,11.74871795
2008,5,KOR,16.05384615
2008,6,KOR,19.31025641
2008,7,KOR,25.03589744
2008,8,KOR,23.56410256
2008,9,KOR,19.99487179
2008,10,KOR,14.24358974
2008,11,KOR,6.215384615
2008,12,KOR,0.366666667
2009,1,KOR,-3.241025641
2009,2,KOR,1.928205128
2009,3,KOR,5.130769231
2009,4,KOR,11.04102564
2009,5,KOR,16.91794872
2009,6,KOR,20.58461538
2009,7,KOR,22.43846154
2009,8,KOR,23.19487179
2009,9,KOR,19.28205128
2009,10,KOR,13.49230769
2009,11,KOR,5.725641026
2009,12,KOR,-1.330769231
2010,1,KOR,-4.348717949
2010,2,KOR,0.079487179
2010,3,KOR,3.428205128
2010,4,KOR,8.125641026
2010,5,KOR,15.73846154
2010,6,KOR,21.23846154
2010,7,KOR,24.34615385
2010,8,KOR,25.56666667
2010,9,KOR,20.11025641
2010,10,KOR,12.62564103
2010,11,KOR,5.202564103
2010,12,KOR,-1.320512821
2011,1,KOR,-7.261538462
2011,2,KOR,-0.18974359
2011,3,KOR,2.723076923
2011,4,KOR,9.620512821
2011,5,KOR,15.8025641
2011,6,KOR,20.67435897
2011,7,KOR,23.86410256
2011,8,KOR,23.94871795
2011,9,KOR,19.23333333
2011,10,KOR,11.84102564
2011,11,KOR,9.002564103
2011,12,KOR,-1.379487179
2012,1,KOR,-3.661538462
2012,2,KOR,-2.987179487
2012,3,KOR,3.720512821
2012,4,KOR,11.12820513
2012,5,KOR,16.78717949
2012,6,KOR,20.9025641
2012,7,KOR,24.30769231
2012,8,KOR,24.98205128
2012,9,KOR,18.49487179
2012,10,KOR,12.45384615
2012,11,KOR,4.525641026
2012,12,KOR,-4.120512821
2013,1,KOR,-4.446153846
2013,2,KOR,-1.669230769
2013,3,KOR,4.566666667
2013,4,KOR,8.625641026
2013,5,KOR,16.54102564
2013,6,KOR,21.49487179
2013,7,KOR,25.0974359
2013,8,KOR,26.01538462
2013,9,KOR,19.50769231
2013,10,KOR,13.48205128
2013,11,KOR,5.025641026
2013,12,KOR,-0.617948718
1960,1,LAO,18.40294118
1960,2,LAO,19.85294118
1960,3,LAO,24.19264706
1960,4,LAO,25.89852941
1960,5,LAO,26.22352941
1960,6,LAO,26.35
1960,7,LAO,24.87941176
1960,8,LAO,25.39852941
1960,9,LAO,24.71323529
1960,10,LAO,23.21617647
1960,11,LAO,22.45147059
1960,12,LAO,18.34852941
1961,1,LAO,18.55294118
1961,2,LAO,21.925
1961,3,LAO,24.02794118
1961,4,LAO,25.75147059
1961,5,LAO,26.22352941
1961,6,LAO,25.46470588
1961,7,LAO,25.03235294
1961,8,LAO,24.47058824
1961,9,LAO,23.63970588
1961,10,LAO,22.91176471
1961,11,LAO,20.91911765
1961,12,LAO,19.85
1962,1,LAO,17.24117647
1962,2,LAO,19.76617647
1962,3,LAO,22.52058824
1962,4,LAO,25.25
1962,5,LAO,26.33382353
1962,6,LAO,25.92352941
1962,7,LAO,25.96176471
1962,8,LAO,25.51470588
1962,9,LAO,25.20588235
1962,10,LAO,23.84705882
1962,11,LAO,21.47352941
1962,12,LAO,18.125
1963,1,LAO,16.20294118
1963,2,LAO,19.98382353
1963,3,LAO,22.54411765
1963,4,LAO,25.73676471
1963,5,LAO,26.76911765
1963,6,LAO,26.03823529
1963,7,LAO,25.25735294
1963,8,LAO,25.36617647
1963,9,LAO,25.47205882
1963,10,LAO,23.66176471
1963,11,LAO,22.78529412
1963,12,LAO,19.04705882
1964,1,LAO,20.12941176
1964,2,LAO,20.4
1964,3,LAO,23.30735294
1964,4,LAO,25.92058824
1964,5,LAO,25.77205882
1964,6,LAO,25.99705882
1964,7,LAO,25.41029412
1964,8,LAO,25.40882353
1964,9,LAO,24.87794118
1964,10,LAO,24.14705882
1964,11,LAO,20.27352941
1964,12,LAO,17.92352941
1965,1,LAO,17.88382353
1965,2,LAO,21.82352941
1965,3,LAO,23.32941176
1965,4,LAO,25.91764706
1965,5,LAO,26.07647059
1965,6,LAO,25.34558824
1965,7,LAO,25.73382353
1965,8,LAO,25.40294118
1965,9,LAO,24.84705882
1965,10,LAO,24.11029412
1965,11,LAO,21.93823529
1965,12,LAO,20.42794118
1966,1,LAO,20.83088235
1966,2,LAO,22.475
1966,3,LAO,24.20294118
1966,4,LAO,26.42352941
1966,5,LAO,26.07058824
1966,6,LAO,26.12647059
1966,7,LAO,25.97058824
1966,8,LAO,25.17205882
1966,9,LAO,24.75882353
1966,10,LAO,24.30441176
1966,11,LAO,22.37647059
1966,12,LAO,21.08529412
1967,1,LAO,18.15735294
1967,2,LAO,20.00441176
1967,3,LAO,23.22647059
1967,4,LAO,25.16764706
1967,5,LAO,26.28529412
1967,6,LAO,26.13088235
1967,7,LAO,25.82941176
1967,8,LAO,25.53529412
1967,9,LAO,24.14264706
1967,10,LAO,22.90588235
1967,11,LAO,21.63382353
1967,12,LAO,18.28823529
1968,1,LAO,18.96617647
1968,2,LAO,19.39117647
1968,3,LAO,23.90147059
1968,4,LAO,24.31470588
1968,5,LAO,25.98823529
1968,6,LAO,25.57352941
1968,7,LAO,26.29852941
1968,8,LAO,25.63676471
1968,9,LAO,25.29264706
1968,10,LAO,23.52352941
1968,11,LAO,22.66470588
1968,12,LAO,20.97352941
1969,1,LAO,20.85
1969,2,LAO,21.21617647
1969,3,LAO,24.28529412
1969,4,LAO,26.41176471
1969,5,LAO,26.65
1969,6,LAO,25.84264706
1969,7,LAO,25.24117647
1969,8,LAO,25.04558824
1969,9,LAO,24.99705882
1969,10,LAO,24.10735294
1969,11,LAO,20.73235294
1969,12,LAO,18.26617647
1970,1,LAO,19.40588235
1970,2,LAO,21.67205882
1970,3,LAO,24.30588235
1970,4,LAO,25.09558824
1970,5,LAO,26.12352941
1970,6,LAO,25.64117647
1970,7,LAO,25.42352941
1970,8,LAO,25.08382353
1970,9,LAO,24.80735294
1970,10,LAO,23.18382353
1970,11,LAO,21.01911765
1970,12,LAO,20.23676471
1971,1,LAO,17.19264706
1971,2,LAO,19.62058824
1971,3,LAO,23.02352941
1971,4,LAO,25.31617647
1971,5,LAO,25.51764706
1971,6,LAO,25.21617647
1971,7,LAO,24.57058824
1971,8,LAO,24.28823529
1971,9,LAO,24.79411765
1971,10,LAO,22.08382353
1971,11,LAO,19.32794118
1971,12,LAO,18.36764706
1972,1,LAO,17.30147059
1972,2,LAO,20.45
1972,3,LAO,21.88823529
1972,4,LAO,23.68823529
1972,5,LAO,26.30735294
1972,6,LAO,25.80882353
1972,7,LAO,25.35441176
1972,8,LAO,24.41029412
1972,9,LAO,24.75294118
1972,10,LAO,24.04411765
1972,11,LAO,22.31617647
1972,12,LAO,19.34852941
1973,1,LAO,20.18823529
1973,2,LAO,22.75882353
1973,3,LAO,24.43823529
1973,4,LAO,27.16911765
1973,5,LAO,26.67205882
1973,6,LAO,26.71029412
1973,7,LAO,25.58382353
1973,8,LAO,24.76764706
1973,9,LAO,24.43970588
1973,10,LAO,22.95735294
1973,11,LAO,20.20441176
1973,12,LAO,17.33676471
1974,1,LAO,18.02647059
1974,2,LAO,19.15735294
1974,3,LAO,21.98676471
1974,4,LAO,24.18529412
1974,5,LAO,25.48088235
1974,6,LAO,25.49117647
1974,7,LAO,25.29264706
1974,8,LAO,24.79852941
1974,9,LAO,24.52058824
1974,10,LAO,23.26176471
1974,11,LAO,21.15
1974,12,LAO,19.34117647
1975,1,LAO,19.15441176
1975,2,LAO,21.075
1975,3,LAO,23.725
1975,4,LAO,26.09558824
1975,5,LAO,25.36029412
1975,6,LAO,25.06470588
1975,7,LAO,24.83088235
1975,8,LAO,24.34411765
1975,9,LAO,24.42205882
1975,10,LAO,23.35588235
1975,11,LAO,20.61323529
1975,12,LAO,16.02205882
1976,1,LAO,16.86617647
1976,2,LAO,20.55294118
1976,3,LAO,22.57941176
1976,4,LAO,24.85441176
1976,5,LAO,25.025
1976,6,LAO,25.42058824
1976,7,LAO,25.13676471
1976,8,LAO,24.32794118
1976,9,LAO,24.62941176
1976,10,LAO,23.52058824
1976,11,LAO,20.06323529
1976,12,LAO,18.90588235
1977,1,LAO,18.18970588
1977,2,LAO,18.31470588
1977,3,LAO,22.24411765
1977,4,LAO,24.59117647
1977,5,LAO,25.83676471
1977,6,LAO,27.17352941
1977,7,LAO,25.44411765
1977,8,LAO,25.45
1977,9,LAO,24.30294118
1977,10,LAO,23.62647059
1977,11,LAO,20.29558824
1977,12,LAO,19.33088235
1978,1,LAO,18.68676471
1978,2,LAO,19.93088235
1978,3,LAO,23.57794118
1978,4,LAO,24.96029412
1978,5,LAO,25.47794118
1978,6,LAO,25.64705882
1978,7,LAO,24.76029412
1978,8,LAO,24.79558824
1978,9,LAO,24.00735294
1978,10,LAO,22.71176471
1978,11,LAO,20.93676471
1978,12,LAO,18.80294118
1979,1,LAO,20.03823529
1979,2,LAO,21.68529412
1979,3,LAO,24.21323529
1979,4,LAO,25.65441176
1979,5,LAO,25.64411765
1979,6,LAO,25.25147059
1979,7,LAO,25.99852941
1979,8,LAO,24.84705882
1979,9,LAO,24.6
1979,10,LAO,22.48970588
1979,11,LAO,20.07941176
1979,12,LAO,18.68676471
1980,1,LAO,18.95441176
1980,2,LAO,20.55735294
1980,3,LAO,24.30441176
1980,4,LAO,25.9
1980,5,LAO,26.22794118
1980,6,LAO,25.35
1980,7,LAO,25.49117647
1980,8,LAO,25.52352941
1980,9,LAO,24.39852941
1980,10,LAO,23.825
1980,11,LAO,21.68235294
1980,12,LAO,19.38235294
1981,1,LAO,19.07941176
1981,2,LAO,22.27941176
1981,3,LAO,24.59852941
1981,4,LAO,25.575
1981,5,LAO,25.33088235
1981,6,LAO,25.55
1981,7,LAO,25.16470588
1981,8,LAO,25.41323529
1981,9,LAO,25.47205882
1981,10,LAO,23.69705882
1981,11,LAO,21.89264706
1981,12,LAO,17.55
1982,1,LAO,18.57205882
1982,2,LAO,20.95294118
1982,3,LAO,24.01617647
1982,4,LAO,24.04558824
1982,5,LAO,26.10441176
1982,6,LAO,25.99117647
1982,7,LAO,25.50882353
1982,8,LAO,24.95588235
1982,9,LAO,24.48676471
1982,10,LAO,24.09264706
1982,11,LAO,22.27058824
1982,12,LAO,17.21470588
1983,1,LAO,17.18382353
1983,2,LAO,21.22941176
1983,3,LAO,23.12794118
1983,4,LAO,26.98529412
1983,5,LAO,26.71470588
1983,6,LAO,26.66617647
1983,7,LAO,26.67794118
1983,8,LAO,25.38970588
1983,9,LAO,25.25882353
1983,10,LAO,23.84117647
1983,11,LAO,20.18088235
1983,12,LAO,17.47058824
1984,1,LAO,18.04117647
1984,2,LAO,21.36617647
1984,3,LAO,23.66176471
1984,4,LAO,26.29117647
1984,5,LAO,25.26617647
1984,6,LAO,25.78970588
1984,7,LAO,24.97058824
1984,8,LAO,24.81617647
1984,9,LAO,24.50882353
1984,10,LAO,22.73823529
1984,11,LAO,21.33970588
1984,12,LAO,18.97647059
1985,1,LAO,19.20588235
1985,2,LAO,21.83529412
1985,3,LAO,23.07205882
1985,4,LAO,25.30735294
1985,5,LAO,25.77352941
1985,6,LAO,25.46470588
1985,7,LAO,25.03235294
1985,8,LAO,24.99264706
1985,9,LAO,24.58088235
1985,10,LAO,23.48235294
1985,11,LAO,22.16323529
1985,12,LAO,18.86764706
1986,1,LAO,18.26029412
1986,2,LAO,21.05588235
1986,3,LAO,22.57647059
1986,4,LAO,25.58676471
1986,5,LAO,25.23676471
1986,6,LAO,25.90441176
1986,7,LAO,25.17352941
1986,8,LAO,25.41176471
1986,9,LAO,24.70441176
1986,10,LAO,23.32352941
1986,11,LAO,21.1
1986,12,LAO,19.175
1987,1,LAO,19.50147059
1987,2,LAO,21.45441176
1987,3,LAO,24.13676471
1987,4,LAO,25.775
1987,5,LAO,27.06323529
1987,6,LAO,26.21911765
1987,7,LAO,25.70147059
1987,8,LAO,25.50441176
1987,9,LAO,24.95882353
1987,10,LAO,24.31176471
1987,11,LAO,21.79264706
1987,12,LAO,16.925
1988,1,LAO,19.9
1988,2,LAO,22.13823529
1988,3,LAO,23.93970588
1988,4,LAO,25.51176471
1988,5,LAO,25.94852941
1988,6,LAO,25.80441176
1988,7,LAO,25.67941176
1988,8,LAO,25.07794118
1988,9,LAO,25.14117647
1988,10,LAO,22.85735294
1988,11,LAO,19.72941176
1988,12,LAO,18.29264706
1989,1,LAO,19.20588235
1989,2,LAO,20.92794118
1989,3,LAO,22.51911765
1989,4,LAO,25.86323529
1989,5,LAO,25.78676471
1989,6,LAO,25.59705882
1989,7,LAO,25.45
1989,8,LAO,25.00882353
1989,9,LAO,24.85
1989,10,LAO,23.31617647
1989,11,LAO,21.35
1989,12,LAO,18.01470588
1990,1,LAO,19.05
1990,2,LAO,20.75882353
1990,3,LAO,23.07352941
1990,4,LAO,25.87647059
1990,5,LAO,25.54852941
1990,6,LAO,25.26470588
1990,7,LAO,24.92794118
1990,8,LAO,25.32941176
1990,9,LAO,24.90294118
1990,10,LAO,23.08235294
1990,11,LAO,21.42058824
1990,12,LAO,19.025
1991,1,LAO,20.49117647
1991,2,LAO,20.85441176
1991,3,LAO,24.65441176
1991,4,LAO,25.82058824
1991,5,LAO,26.37352941
1991,6,LAO,25.46617647
1991,7,LAO,25.23823529
1991,8,LAO,24.72794118
1991,9,LAO,25.03382353
1991,10,LAO,23.32352941
1991,11,LAO,20.67352941
1991,12,LAO,19.06176471
1992,1,LAO,17.40147059
1992,2,LAO,20.19705882
1992,3,LAO,23.67794118
1992,4,LAO,26.46029412
1992,5,LAO,27.00441176
1992,6,LAO,25.97205882
1992,7,LAO,25.01323529
1992,8,LAO,25.29264706
1992,9,LAO,24.84852941
1992,10,LAO,21.90147059
1992,11,LAO,19.77647059
1992,12,LAO,18.88235294
1993,1,LAO,18.14558824
1993,2,LAO,20.14558824
1993,3,LAO,23.42941176
1993,4,LAO,25.11911765
1993,5,LAO,25.63823529
1993,6,LAO,26.19117647
1993,7,LAO,25.59411765
1993,8,LAO,24.925
1993,9,LAO,24.68823529
1993,10,LAO,22.87205882
1993,11,LAO,21.17794118
1993,12,LAO,17.93088235
1994,1,LAO,20.02794118
1994,2,LAO,22.53235294
1994,3,LAO,22.12058824
1994,4,LAO,26.04264706
1994,5,LAO,26.22205882
1994,6,LAO,25.25147059
1994,7,LAO,25.14117647
1994,8,LAO,24.71029412
1994,9,LAO,24.54117647
1994,10,LAO,22.73382353
1994,11,LAO,21.38529412
1994,12,LAO,19.925
1995,1,LAO,19.23529412
1995,2,LAO,20.00588235
1995,3,LAO,24.04411765
1995,4,LAO,26.58970588
1995,5,LAO,26.16764706
1995,6,LAO,26.33088235
1995,7,LAO,25.07352941
1995,8,LAO,24.96029412
1995,9,LAO,24.88529412
1995,10,LAO,24.13529412
1995,11,LAO,20.94558824
1995,12,LAO,18.28529412
1996,1,LAO,18.98088235
1996,2,LAO,18.92205882
1996,3,LAO,23.91911765
1996,4,LAO,24.17647059
1996,5,LAO,25.81470588
1996,6,LAO,25.72058824
1996,7,LAO,25.375
1996,8,LAO,25.00882353
1996,9,LAO,24.6
1996,10,LAO,23.65588235
1996,11,LAO,22.08088235
1996,12,LAO,18.62058824
1997,1,LAO,18.80441176
1997,2,LAO,20.40735294
1997,3,LAO,23.31470588
1997,4,LAO,23.96764706
1997,5,LAO,26.43088235
1997,6,LAO,26.45882353
1997,7,LAO,24.99117647
1997,8,LAO,25.24117647
1997,9,LAO,24.23235294
1997,10,LAO,24.21617647
1997,11,LAO,22.29411765
1997,12,LAO,20.90735294
1998,1,LAO,20.85
1998,2,LAO,22.18088235
1998,3,LAO,24.93823529
1998,4,LAO,26.31176471
1998,5,LAO,26.90882353
1998,6,LAO,26.68676471
1998,7,LAO,25.91617647
1998,8,LAO,25.91470588
1998,9,LAO,24.87058824
1998,10,LAO,24.06470588
1998,11,LAO,21.88823529
1998,12,LAO,19.94264706
1999,1,LAO,19.50147059
1999,2,LAO,21.84705882
1999,3,LAO,24.39411765
1999,4,LAO,25.42647059
1999,5,LAO,24.57058824
1999,6,LAO,25.59705882
1999,7,LAO,25.73970588
1999,8,LAO,24.90735294
1999,9,LAO,24.59558824
1999,10,LAO,23.75882353
1999,11,LAO,21.63088235
1999,12,LAO,16.42794118
2000,1,LAO,19.75
2000,2,LAO,20.01176471
2000,3,LAO,23.18382353
2000,4,LAO,25.30735294
2000,5,LAO,24.88235294
2000,6,LAO,25.24117647
2000,7,LAO,25.15882353
2000,8,LAO,25.39852941
2000,9,LAO,24.37205882
2000,10,LAO,23.75882353
2000,11,LAO,20.84264706
2000,12,LAO,20.52794118
2001,1,LAO,20.53529412
2001,2,LAO,21.18676471
2001,3,LAO,22.95441176
2001,4,LAO,26.97205882
2001,5,LAO,25.25882353
2001,6,LAO,25.45735294
2001,7,LAO,25.25882353
2001,8,LAO,25.22794118
2001,9,LAO,25.00882353
2001,10,LAO,24.20147059
2001,11,LAO,19.90441176
2001,12,LAO,19.44117647
2002,1,LAO,18.45294118
2002,2,LAO,21.26617647
2002,3,LAO,23.66029412
2002,4,LAO,25.96323529
2002,5,LAO,25.49558824
2002,6,LAO,25.93823529
2002,7,LAO,25.29852941
2002,8,LAO,24.675
2002,9,LAO,24.35294118
2002,10,LAO,23.56617647
2002,11,LAO,21.58823529
2002,12,LAO,20.57205882
2003,1,LAO,18.30147059
2003,2,LAO,21.70882353
2003,3,LAO,22.90588235
2003,4,LAO,26.12205882
2003,5,LAO,26.73970588
2003,6,LAO,25.95294118
2003,7,LAO,25.87352941
2003,8,LAO,25.32647059
2003,9,LAO,24.92205882
2003,10,LAO,24.13382353
2003,11,LAO,21.78529412
2003,12,LAO,18.70441176
2004,1,LAO,18.91911765
2004,2,LAO,19.93529412
2004,3,LAO,24.10588235
2004,4,LAO,25.22941176
2004,5,LAO,25.53382353
2004,6,LAO,25.53235294
2004,7,LAO,24.83970588
2004,8,LAO,25.25882353
2004,9,LAO,24.40588235
2004,10,LAO,23.04705882
2004,11,LAO,21.60147059
2004,12,LAO,17.67794118
2005,1,LAO,19.06029412
2005,2,LAO,22.62058824
2005,3,LAO,22.56617647
2005,4,LAO,25.6
2005,5,LAO,26.51764706
2005,6,LAO,26.04558824
2005,7,LAO,25.60441176
2005,8,LAO,24.85441176
2005,9,LAO,24.93823529
2005,10,LAO,23.62352941
2005,11,LAO,21.87794118
2005,12,LAO,18.34411765
2006,1,LAO,19.25735294
2006,2,LAO,21.88235294
2006,3,LAO,23.89117647
2006,4,LAO,25.46323529
2006,5,LAO,25.18823529
2006,6,LAO,26.50147059
2006,7,LAO,25.52205882
2006,8,LAO,24.89852941
2006,9,LAO,24.72352941
2006,10,LAO,23.92794118
2006,11,LAO,22.92058824
2006,12,LAO,19.20882353
2007,1,LAO,18.6
2007,2,LAO,21.45
2007,3,LAO,24.26470588
2007,4,LAO,25.11764706
2007,5,LAO,25.41911765
2007,6,LAO,26.60588235
2007,7,LAO,25.86470588
2007,8,LAO,25.26617647
2007,9,LAO,24.84558824
2007,10,LAO,23.36911765
2007,11,LAO,20.08823529
2007,12,LAO,20.73823529
2008,1,LAO,18.74411765
2008,2,LAO,17.99558824
2008,3,LAO,22.88823529
2008,4,LAO,25.57794118
2008,5,LAO,25.00588235
2008,6,LAO,25.56764706
2008,7,LAO,25.36176471
2008,8,LAO,25.27205882
2008,9,LAO,24.98970588
2008,10,LAO,24.47941176
2008,11,LAO,20.91323529
2008,12,LAO,18.16470588
2009,1,LAO,17.47794118
2009,2,LAO,23.03970588
2009,3,LAO,24.01617647
2009,4,LAO,25.52352941
2009,5,LAO,25.89264706
2009,6,LAO,26.11323529
2009,7,LAO,25.52794118
2009,8,LAO,25.80735294
2009,9,LAO,25.45147059
2009,10,LAO,24.55882353
2009,11,LAO,21.23970588
2009,12,LAO,20.21764706
2010,1,LAO,20.96911765
2010,2,LAO,22.91470588
2010,3,LAO,24.36764706
2010,4,LAO,26.73970588
2010,5,LAO,27.89264706
2010,6,LAO,27.19117647
2010,7,LAO,26.55294118
2010,8,LAO,25.37352941
2010,9,LAO,25.66617647
2010,10,LAO,23.69117647
2010,11,LAO,21.69558824
2010,12,LAO,20.89411765
2011,1,LAO,18.19117647
2011,2,LAO,21.78088235
2011,3,LAO,21.38676471
2011,4,LAO,24.42352941
2011,5,LAO,25.50588235
2011,6,LAO,26.10882353
2011,7,LAO,25.84117647
2011,8,LAO,25.375
2011,9,LAO,24.83529412
2011,10,LAO,23.81323529
2011,11,LAO,21.98676471
2011,12,LAO,18.67058824
2012,1,LAO,19.76911765
2012,2,LAO,22.49411765
2012,3,LAO,24.23676471
2012,4,LAO,26.04705882
2012,5,LAO,26.63382353
2012,6,LAO,26.35
2012,7,LAO,25.52794118
2012,8,LAO,25.60147059
2012,9,LAO,25.41764706
2012,10,LAO,24.86470588
2012,11,LAO,24.37058824
2012,12,LAO,21.29852941
2013,1,LAO,19.70441176
2013,2,LAO,23.11911765
2013,3,LAO,24.86617647
2013,4,LAO,26.56911765
2013,5,LAO,26.66764706
2013,6,LAO,26.21470588
2013,7,LAO,25.50147059
2013,8,LAO,25.66470588
2013,9,LAO,24.86176471
2013,10,LAO,23.48235294
2013,11,LAO,22.64117647
2013,12,LAO,17.14411765
1960,1,LBN,6.1
1960,2,LBN,7.1
1960,3,LBN,7.966666667
1960,4,LBN,11.43333333
1960,5,LBN,17.73333333
1960,6,LBN,18.66666667
1960,7,LBN,20.86666667
1960,8,LBN,21.73333333
1960,9,LBN,19.26666667
1960,10,LBN,17.2
1960,11,LBN,12.43333333
1960,12,LBN,9.766666667
1961,1,LBN,5.133333333
1961,2,LBN,4.266666667
1961,3,LBN,6
1961,4,LBN,11.13333333
1961,5,LBN,16.16666667
1961,6,LBN,19.33333333
1961,7,LBN,20.86666667
1961,8,LBN,21.83333333
1961,9,LBN,17
1961,10,LBN,15.7
1961,11,LBN,10.5
1961,12,LBN,8.066666667
1962,1,LBN,5.7
1962,2,LBN,5.133333333
1962,3,LBN,10.1
1962,4,LBN,10.3
1962,5,LBN,15.4
1962,6,LBN,19.53333333
1962,7,LBN,20.76666667
1962,8,LBN,22.46666667
1962,9,LBN,19.83333333
1962,10,LBN,16.3
1962,11,LBN,14.13333333
1962,12,LBN,8.666666667
1963,1,LBN,7.533333333
1963,2,LBN,7.2
1963,3,LBN,6.866666667
1963,4,LBN,11.46666667
1963,5,LBN,14.03333333
1963,6,LBN,20.26666667
1963,7,LBN,21.8
1963,8,LBN,22.96666667
1963,9,LBN,19.9
1963,10,LBN,16.6
1963,11,LBN,12.13333333
1963,12,LBN,7.6
1964,1,LBN,2.433333333
1964,2,LBN,4.733333333
1964,3,LBN,8.766666667
1964,4,LBN,10.33333333
1964,5,LBN,13.46666667
1964,6,LBN,18.36666667
1964,7,LBN,20.26666667
1964,8,LBN,20.53333333
1964,9,LBN,18.23333333
1964,10,LBN,15.73333333
1964,11,LBN,11.3
1964,12,LBN,7.433333333
1965,1,LBN,4.833333333
1965,2,LBN,6.1
1965,3,LBN,8.433333333
1965,4,LBN,10.5
1965,5,LBN,14.1
1965,6,LBN,19.96666667
1965,7,LBN,20.5
1965,8,LBN,21.9
1965,9,LBN,19.3
1965,10,LBN,13.46666667
1965,11,LBN,10.6
1965,12,LBN,7.733333333
1966,1,LBN,6.6
1966,2,LBN,6.6
1966,3,LBN,7.733333333
1966,4,LBN,12.4
1966,5,LBN,15.36666667
1966,6,LBN,19.56666667
1966,7,LBN,21.3
1966,8,LBN,22.56666667
1966,9,LBN,18.93333333
1966,10,LBN,15.93333333
1966,11,LBN,14.43333333
1966,12,LBN,7.866666667
1967,1,LBN,4.3
1967,2,LBN,3.133333333
1967,3,LBN,5.333333333
1967,4,LBN,11.23333333
1967,5,LBN,15.76666667
1967,6,LBN,17.23333333
1967,7,LBN,19.93333333
1967,8,LBN,20.36666667
1967,9,LBN,17.86666667
1967,10,LBN,15.4
1967,11,LBN,10
1967,12,LBN,7.866666667
1968,1,LBN,3.766666667
1968,2,LBN,4.566666667
1968,3,LBN,6.6
1968,4,LBN,12.03333333
1968,5,LBN,16.5
1968,6,LBN,18.86666667
1968,7,LBN,21.1
1968,8,LBN,20.23333333
1968,9,LBN,18.43333333
1968,10,LBN,14.93333333
1968,11,LBN,11.56666667
1968,12,LBN,7.933333333
1969,1,LBN,4.4
1969,2,LBN,6.333333333
1969,3,LBN,8.966666667
1969,4,LBN,9.766666667
1969,5,LBN,15.73333333
1969,6,LBN,19.73333333
1969,7,LBN,19.46666667
1969,8,LBN,20.56666667
1969,9,LBN,19.56666667
1969,10,LBN,15.66666667
1969,11,LBN,10.8
1969,12,LBN,8.3
1970,1,LBN,6.033333333
1970,2,LBN,6.7
1970,3,LBN,8.733333333
1970,4,LBN,12.5
1970,5,LBN,14.76666667
1970,6,LBN,18.1
1970,7,LBN,19.73333333
1970,8,LBN,20.43333333
1970,9,LBN,18.53333333
1970,10,LBN,14.36666667
1970,11,LBN,11.9
1970,12,LBN,5.2
1971,1,LBN,6.866666667
1971,2,LBN,5.066666667
1971,3,LBN,8.1
1971,4,LBN,9.266666667
1971,5,LBN,15.56666667
1971,6,LBN,18.03333333
1971,7,LBN,19.6
